,class,conversation
2380,일반 대화,"음 나는 액션 좋아하긴 하는데, 장르는 크게 안가려!음... 요새 엄청 인기 있는 애니메이션 있긴한데!/음... 요새 엄청 인기 있는 애니메이션 있긴한데!"
2381,일반 대화,헉 그 생각은 못 했는데 맞는 거 같아.난 무심하진 않지만 다정한 사람은 언제나 오케이야.
2382,일반 대화,그러면 오늘 저녁에 바로 말씀 드려야지 ㅠㅠ응! 같이 좋게 의논해봐~
2383,일반 대화,나 이번에 유도 배워볼려고!오 유도? 대박 ! 혼자 배워?
2384,일반 대화,내가 돈을 많이 벌고 싶은 건 효도하고 싶어서야돈을 많이 벌면 뭐부터 해드릴 거야?
2385,일반 대화,스쿼시 진짜 힘들어 죽는다던데 한 번 해보고 싶기는 하다.정말 재밌어 ㅋㅋ 살도 잘빠지고!
2386,일반 대화,내말이 양심 없어 정말 화난다 ㅡㅡ화가 난다 자살한게 더 분하다 분해
2387,일반 대화,그치? 진짜 시간 빠르다.그러게 언니가 먼저 결혼해
2388,일반 대화,응... 아휴 아무튼 겨울 오니까 또 옷을 사야하네...맨날 돈 나갈일 뿐... 그래도 이왕 사는거 예쁜거 사자
2389,일반 대화,너는 혹시 입고 싶은 스타일의 옷이 있니?지금은 그냥 깔끔한 스타일 좋아해
2390,일반 대화,결혼은 언제하는게 적당하다고 생각해?난 차있고 집생겼을때
2391,일반 대화,예전에 초등학교 앞에서 병아리 파는거 알아?응. 당연하지. 나 그거 사서 키워봤어.
2392,일반 대화,그게 걱정이다...백신 맞고 무리하지마ㅠㅠ
2393,일반 대화,응 안 받는 줄 알았는데 받았더라구!우와 완전 좋겠는데?/월급보다 많은 듯 ㅋㅋ
2394,일반 대화,나도 잇지 노래 들어봤어.타이틀곡 들어봤어?
2395,일반 대화,그런 것 같아 과식을 해서 아픈가?내 생각에 감당할 수 없는 양을 먹고 있어
2396,일반 대화,특히 문 관리 잘해야지근데 강아지가 다른 강아지가 아니라 사람 물어서 다치게 하면 바로 안락사 시킨다며?
2397,일반 대화,스컹크를 키우는건지 고슴도치를 키우는건지 모르겠더라 ㅋㅋ그리고 성격도 엄청 예민해서 진짜 잘 돌봐줘야돼
2398,일반 대화,응응 하하 오오 레드는 매콤해서 좋고 간장도 나름옹옹 그 허니도 맛잇어!
2399,일반 대화,먼저 재밌게 놀고 와웅 내가 가서 후기 알려줄게 ㅋㅋ
2400,일반 대화,맞아 막 엄청 다양하진 않은데 그래도 급할 땐 한 번씩 써도 좋은 듯?오~ 요새 인터넷에서 뭐 사기는 진짜 좋은 시대인 것 같긴 하다
2401,일반 대화,그니까 화목해서 참 감사하지. 근데 진짜 연세드시니까 속도가 다르더라 잘해드려야지그러게 너가 지금부터 말썽만 안 피우면 건강하게 오래오래 잘 지내실 거야 걱정하지 마
2402,일반 대화,차별화된 내용으로 이해하기 쉽게 쓰는게 중요한것 같아내가 글쓰는 능력만 조금 갖춰졌다면 자기소개서 써주는 알바를 했을텐데
2403,일반 대화,어 ㅎ 사람마다 사정이 있는 건데~ 지가 뭔 상관이야황당하네 ㅋㅋ 근데 진짜 넌 왜 아직 엄마 카드 써?
2404,일반 대화,그거는 초반이고 그전에는 엄태웅 ㅋㅋ아 맞아/근데 무도는 사건이 없는데 1박2일은 항상 있더라 ㅋㅋ
2405,일반 대화,ㅋㅋ 그러게 차주만 불쌍하다 ㅠㅠ 저 차폐차시켜야겠는데? 더러워 ㅋㅋ
2406,일반 대화,"응, 인력이 부족한지 주방에서 계속 음료를 만들고 있더라고.키오스크를 이용하기 어려운 사람들을 위해서 준비된 벨 같은 것도 없었어?"
2407,일반 대화,그래서 요즘은 그냥 이름으로 부르는 경우도 많다고 해그렇구나. 나도 가끔 아가씨나 서방님 같은 단어를 들으면 조금 시대 착오적인 것 같았는데 좋네
2408,일반 대화,이광수 빠지구 유재석도 빠지면... 런닝맨이 아니야 그건ㅋㅋ 그런 뉴스 없는데? 뭐가 잘못된 거 아님?
2409,일반 대화,그치 이제 거의 가족 같대 ㅋㅋ이제 다들 슬슬 청첩장 날라올 거 같은데?
2410,일반 대화,그러면 기차는 자주 타 봤어?나는 사실 기차 타는 걸 제일 좋아해/난 지난달까지는 통근 열차를 타고 다녔어~
2411,일반 대화,완전 좋아해 들으면 들을 수록 완벽히 내 취향의 게임인데?아 정말? 알려주길 잘했다
2412,일반 대화,나도 반대 여론이 너무 커서 안될 줄 ㅋ근데 언제까지고 이렇게 살 수는 없잖아?
2413,일반 대화,하긴 너무 큰 걸 바랬나 봐 ㅋㅋ그래도 친구들이랑 나눠서 내면 저렴해!
2414,일반 대화,가끔 집 근처 갈때 어떤 차종을 타는게 좋을까?나는 연비가 좋은 차종이 좋을거 같아.
2415,일반 대화,시리즈별로 다양하게 해나는 무지개색깔 꼬리잡기 엄청 생각나
2416,일반 대화,"우리 집 주변에 시장 있잖아 거기 4거리아 거기 말이지, 거기가 왜?"
2417,일반 대화,여수 사는 친구야.그쪽은 우박이 내리는구나.
2418,일반 대화,걷기 운동은 항상 하지숨쉬기 운동 제외.../뭐라도 하세요
2419,일반 대화,그치? ㅋㅋ 나랑 같이 수족관 갈래?오 좋은데?/나 한 번도 안 가봤어!
2420,일반 대화,응 그런데 나는 이렇게 나눔 하는 분들의 마음도 정말 따뜻한 것 같아솔직히 본인이 가진 것을 쉽게 무료로 나눠준다는 게 감동적이다.
2421,일반 대화,기념일 자주 챙겨?나는 1년까지는 챙겨.
2422,일반 대화,필리핀이 많이 힘들대.왜 많이 힘들대?
2423,일반 대화,내가키운다도 오늘했어 ㅋㅋ채림 나오더나 ㅋㅋ
2424,일반 대화,난 뛰어 놀기 바빠서 그런 건너도 보면 알걸 ㅋㅋ/우리 어렸을 때 추억의 만화거든 ㅋㅋ
2425,일반 대화,맞어 부장님이 나보고 근육통 약도 사두라고 하시더라 점심에아 근육통약까지...그건 생각 못했다
2426,일반 대화,내 친구의 친구의 친구가 차은우임 진짜임헐 진짜? ㅋㅋ 부럽다 나도 보고싶어
2427,일반 대화,ㅋㅋ 양심도 없는 거야?ㅋㅋ 내 안경 오랜만에 보고 싶지 않아?
2428,일반 대화,우유랑 먹고싶군 ㅋㅋ그니가!/나도 모니빵이 더 맛있느거같아 ㅋㅋ
2429,일반 대화,그니까...좀 쉬고있나보다 강동원씨...반도 봤어?/나는 본다 본다 하다가 결국 안본거같다 ㅋㅋ
2430,일반 대화,너네 방탈출게임 해봤니?어! 저번에 해봤는데 재밌더라
2431,일반 대화,응 내가 저번에 가 봤는데 있었어! 하하오 그럼 나도 가서 구경해야겠다 ㅋㅋ
2432,일반 대화,추워지니까 여름이 그리워.나도 같은 마음이야.
2433,일반 대화,방금 입에서 또 털 나왔어.정말 스트레스겠다.
2434,일반 대화,"졸릴 때에는 운전을 안하는 게 좋을 것 같아맞아, 졸음 운전은 남에게도 피해를 주잖아"
2435,일반 대화,싼거라도 맨날하랬어싼거도 좋겠다
2436,일반 대화,신랑도 게임 안 해?신랑은 리니지 하는데 ㅋㅋ 무과금으로
2437,일반 대화,오키오키 아홉시에 공원 어때좋지 간식 챙길까?
2438,일반 대화,응응 포장하는 야간 ㅋㅋ 그래서 인지 힘든 걸 아니깐 쿠팡은 안 시키게 돼!우와 대단하다 포장 주문 엄청 많지 않아?
2439,일반 대화,"그래서 차 세워놓고 이것 저것 만져 봤었지맞아, 일단 시야가 확보가 안되면 사고가 나기 쉬우니까 말이야"
2440,일반 대화,그러니까... 너는 하고 싶은 거 따로 있어?나는 창업... 하하 아직 시기가 아닐 뿐이지만...
2441,일반 대화,이번에 플립을 본인이 원하는대로 할수있대.요금제나 가격같은 걸 말하는 거야?
2442,일반 대화,사줘(눈을 질끈 감는다)/[이모티콘]
2443,일반 대화,시급 올려 준다고 하루만 더 나와주래 ㅋㅋ완전 좋은 거 아니야?/너 요즘 돈 급하다며
2444,일반 대화,이제 곧 급 추워지겠쥐?감기 걸리기 딱이야 조심해야지
2445,일반 대화,내가 다 이겨줄게 드루와내가 다 이겨주겠어 하하
2446,일반 대화,응 ㅜㅜ 그래서 진짜 본사에 전화해볼까 생각함아 ㅋㅋ 해봐요/진짜 그런 곳 찾기 힘든데
2447,일반 대화,주위 권유로 할 뻔했는데 생각이 없었어 ㅋㅋ지금 생각해보면 어땠을 거 같은데?
2448,일반 대화,으응?ㅋㅋ 잘들어라 한국말
2449,일반 대화,가격도 딴 데 보다 더 싸게 샀는데 대박임 ㅋㅋ우리처럼 총알 배송 좋아하는 사람들 때문에 기사님들이 고생함
2450,일반 대화,너 그때 무릎 엄청 아팠지 ㅜㅜ맞아 무릎을 굽힐 수가 없었지 ㅋㅋ
2451,일반 대화,그런가 보더라구 ㅠㅠ 그게 또 그렇게 깡패짓 하는 사람은 뺵이 있더라그래 그게 문제구나... 다들 그냥 눈 감아주는구나 ㅠㅠ
2452,일반 대화,닌텐도 들고 다니는 것보다 훨 났다 야폰에 들어있으니까 더 귀엽네
2453,일반 대화,우리 자면 그냥 자요자야죠 강아지도
2454,일반 대화,에어비앤비 시설에 대해 어떻게 생각해?흠 다 달라서 상이한거 같애
2455,일반 대화,한 번 들으면 중독성 있어서 계속 생각 날 거야웅 노래 추천 고마워 하하/꼭 들어볼게
2456,일반 대화,통통배 아니고 낚시배라 괜찮지 않을까?낚시배를 통통배라고 하잖아
2457,일반 대화,너 피부타입 뭐야나도 건성이여
2458,일반 대화,뭔가 비쌀 거 같아...그거 영상까지 10만 원이야/10분 정도 타는 거 같아 ㅋㅋ
2459,일반 대화,너는 재밌게 했던 게임 있어?나는 카트라이더를 정말 재밌게 했어.
2460,일반 대화,나 정말 깜짝 놀랄만한 얘기를 듣고 왔어.뭐야 어떤 얘기인데?
2461,일반 대화,집은 몇 층인데 엘레베이터 없노 ㅠㅠ좀 애매해 3.5층? ㅋㅋ 4층이긴한데 맨날 땀흘려
2462,일반 대화,아 진짜? 그 작가가 뭐 다른 드라마도 했었나ㅋㅋ 많이 들어본 이름이긴 해 ㅋㅋ 친숙해
2463,일반 대화,그치 ㅜㅜ 동생 우리 또래던데 너무 안타까워 ㅜ오빠한테 죽었으니 한이 되겠구먼
2464,일반 대화,다음에 나 자신에게 마루타 해봐야겠어 점심은 배달 왔웅?웅웅 배달 왔는데 아직 시간이 너무 일러서 냄새만 맡고 있어.../간장삼겹덮밥이야 맛있겟지...!
2465,일반 대화,응응 ㅋㅋ 요즘 동물원에 관심 생겨서더울때 가면 냄새 엄청 많이 나잖아ㅜㅜ
2466,일반 대화,응 나도 자세가 안 좋아서 어깨가 굽어있어라운드 숄더의 원인이 뭐야?
2467,일반 대화,토하듯이 하잖아 콜록콜록이 아니라그런가? 우리집 개는 그냥 켁켁켁 하던데?
2468,일반 대화,
2469,일반 대화,날씨는 쌀쌀해진다는데 나는 집에만 오면 땀에 젖어 있어...혹시 옷을 너무 두껍게 입은거 아니야?
2470,일반 대화,엄마가 자꾸 밖으로 사람들이랑 외출하다보니까 남의 떡이 커 보이시나봐.나한테 오늘도 아빠에 대한 푸념을 하시더라고.
2471,일반 대화,아침에 거기 해비치면 눈부셔지하로만 다니면 별로야
2472,일반 대화,백신 부작용이 드물지만 있대.내가 부작용 생기면 어쩌지?
2473,일반 대화,그제 구운 바스크 치즈케이크 친구들한테 배달했어.이럴 때면 너희 동네로 이사 가고 싶어.
2474,일반 대화,오늘 쳤어야 했는데 하루가 너무 빨리 갔어.나도 오늘 바빠서 하루가 빨리 갔네.
2475,일반 대화,작년에 못 가서 올해는 가려고!오 그럼 이번에 갈 때 나 데리고 가라 ㅠㅠ
2476,일반 대화,너 배 낚시 해 본적 있어?아니 나 아직 배 낚시는 안해봤어 하하/왜 너 배 낚시 가?
2477,일반 대화,그 진해 군항제라고 들어봤어?아니 그건 처음들어본 것 같아 ㅋㅋ
2478,일반 대화,튀긴다는 핑계로 집에 같이 가고 뭐 이거하고 저거하고 그러는 거지이거 저거가 뭔데 나도 알려주라 ^^
2479,일반 대화,언니 지금 직장 다니고 있어?나는 지금 둘째 임신을 해서 회사 4년 다닌 곳 퇴사했어 ㅜㅜ
2480,일반 대화,나 믿는거야? 제발 나도 그랬으면 좋겠다!웅 안목이 좋잖아 하하 회사는 탕비실이 잘 돼있음 복지 좋은거야!/낼 한번 가서 봐바!
2481,일반 대화,우물 안 개구리도 벗어나고 싶었고!사실 나도 학과뿐만 아니라 환경변화도 고려했어 하하
2482,일반 대화,지금이제곧시작 ㅋㅋ 8시시작인듯?ㅋㅌ ㅋㅋ 아 드래서 식단에 손님이 없었구나...
2483,일반 대화,오늘 점심 회사밥 안먹고 샌드위치 먹었오왜 회사밥 안 먹었어 오늘 별로였음?
2484,일반 대화,나도 뽑을 수 있는건 뽑고 나머지는 밀고 있어근데 어차피 겨울와서 그냥 냅두고 있어
2485,일반 대화,아 아직 공부하는 단계는 아니고?응 직장 다니면서 공부하기 어렵네
2486,일반 대화,내가 그림그리려고 아이패드 샀잖아응응
2487,일반 대화,아니야 하하 뱃가죽은 두껍잖아두꺼우니까 더 아프지 바보야
2488,일반 대화,근데 찾아갔는데 안 계셔서 문 앞에 먹을 거랑 편지를 놓고 갔대 미안하다고!아 우리집도 전에 위에서 명절에 미안하다고 선물 준 적 있어
2489,일반 대화,생각보다 자기 생활이랑 안 맞을 수도 있으니까...오 그거 되게 좋은 방법이다!/아무리 살고 싶었어도 안 맞을 수 있으니까 시도해 보고 결정하는 게 좋은 거 같아 하하
2490,일반 대화,만화도 드라마도 영화도.동상이몽도 가족 다 나오고.
2491,일반 대화,언니 웹툰 잘 안 본다고 했나?웅 나 안 보지 왜?
2492,일반 대화,난 교육은 사회화의 과정을 포함한다고 생각해그럼 친구들간의 관계 이런 것도 다 교육의 일부란 이야기구나
2493,일반 대화,오늘 비싼 거 먹었지얼마짜리?
2494,일반 대화,아빠가 자꾸 공무원 준비하래공무원 시험 합격은 에듀윌!
2495,일반 대화,오늘 나갔다 왔나?웅 이제 쌀쌀하더라
2496,일반 대화,최연소 국가대표가 누군지 알아?오 누군데?
2497,일반 대화,요즘 뜨고 있는 여행지 어디 없어?해외는 못나가니까... 그나마 포항이 핫하지 않아?
2498,일반 대화,엉덩이를 꼬맸대 장난감에 엉덩방아 찧어서 ㅠ찢어진 거야? ㅜㅜ 아 진짜 애기들 키우면서 별일 다 생긴다더니
2499,일반 대화,어어 맞어 일요일 그날 구경할곳이랑 해서 일정해야겠다두꺼비식당 근처 까페가 울라카페 말하는거야?
2500,일반 대화,내가 병원 추천해 줄까어디 좋은데 있으면 알려줘~!
2501,일반 대화,아니 그냥 동의 없이 한다는데 ㅎ그게 뭐야... 사생활 침해 아니냐
2502,일반 대화,언니네 집 근처에?응 ㅋㅋ 무한 공항이라고 새로 생긴 거 같아
2503,일반 대화,오키오키 그럼 비빔면 어떤거?팔도쓰!
2504,일반 대화,온갖 스포가 난무하기 때문이지.아~ 스포 때문이었구나.
2505,일반 대화,포장 주문한다?지금?
2506,일반 대화,전 세 번.... ㅋㅋ 항상 사람 미어터지던데맞아... 나도 그런 거나 하나 차릴걸 그랬나 봐 ㅠㅠ
2507,일반 대화,노란 머리도 계셔그정도면 분홍색도 괜찮을거 같아
2508,일반 대화,맞아 기분이 좋으면 그냥 줄 때도 있어네 언니 나 주라
2509,일반 대화,어제 뭐 먹었어? ㅋㅋ저녁에 통삼겹 먹었당!
2510,일반 대화,식단하는 사람은 좋을 듯건강한 단백질 때문에 그런것도 나오네 ㅋㅋ
2511,일반 대화,요즘 코로나 확진자가 줄어들질 않네글쵸... 진짜 오늘 대구도 80명 나왔어요 ㅜㅜ
2512,일반 대화,맞아 이용자 수도 많아교통수단의 혁신 이라 생각
2513,일반 대화,내가 어느 날 너한테 맞고 멍들어가니까 엄마가 학교 폭력 당하냐고 신고하려 함ㅋㅋ 그건 내가 아니라 아마 다른 사람이 때린 거 아닐까 싶다
2514,일반 대화,크래미랑 크림치즈랑 잘 어울릴거 같아서 먹었는데 정답이네 알란가 알리 크림치즈 jm오 알리 크림치즈 메모메모/아 너희 집에서 영화 보면서 먹으려고 팝콘 시켰는데 동생이 먹었대 죽일까 ㅂㄷㅂㄷ
2515,일반 대화,그렇긴 한데 ㅠㅠ 그냥 데리러 갈까응 난 그게 맘편해서 그렇게 했어
2516,일반 대화,가을이 한 다섯달 되면 좋을텐데 ㅋㅋ 단풍축제는 뭐 하는 거야?그냥 단풍 구경하는거지 뭐 하하
2517,일반 대화,우유니 사막이라고 들어봤어?오오오 그게 거기있구만!’
2518,일반 대화,광고 많은 상품 보면 어때?확실히 시각적인 효과가 물품 구매하고 싶게 만드는 것 같아
2519,일반 대화,너희 할머니는 연세가 어떻게 돼?지금 75살 되셨어 하하
2520,일반 대화,그것도 알아볼게. 고마워.  너도 키우는거 있어?나는 스투키 키우고 있는데 관리할 필요 없고 좋아!
2521,일반 대화,오늘 오전에 단거리 미사일 발사했대북한은 매일 미사일 던지는 거 같아 무섭다
2522,일반 대화,아 정말? ㅋㅋ 아닐걸 하하그래? 많이 싸우나 봐! ㅠㅠ? ㅋㅋ
2523,일반 대화,수학 쪽에 재능이 있었구나아니 그것보다는 포토샵이나 문서작업이 재미있었어
2524,일반 대화,밖에 놀러 못 다니니까 집에서 운동만 했대...어떻게 그럴 수가 ㅋㅋ 그 친구는 자가격리 안 했어도 결국 살 뺐을 것 같다.
2525,일반 대화,응 맞아 그래서 반작용으로 일어난거야나도 일본을 싫어하지만 국가 대 국가로는 외교적으로 접근해야한다고 생각하거든
2526,일반 대화,잘했네~ 나는 안쓰는 제습기 팔려고 하는데 얼마에 팔아야 할까?당근마켓은 바로바로 팔려서 참 좋은거 같애 하하/제습기는 한 오만원 어떨까?
2527,일반 대화,응 한번보고 골라봐 아니면 김밥 같은거 사먹어도 괜찮지 김가네에서김가네? 아 김가네~김밥? 먹자구? 저녁밥?
2528,일반 대화,어떤 수업이 가장 듣고 싶었어?교양 수업들을 많이 배우고 싶었어
2529,일반 대화,그때 코알라들 너무 불쌍했어 유유 사람들도 그렇지만...맞아/코알라가 못 빠져나와서 크게 다쳐있다가 겨우 구조된 모습 뉴스로 봤었는데.../이런 재해는 사람뿐만 아니라 자연이나 동식물도 다 큰 피해를 보니까...
2530,일반 대화,이러다가 나중에는 10월달도 겨울에 포함되는 거 아니야?그러게 근데 좋은점도 있어
2531,일반 대화,으앙 귀여웠겠다 ㅠㅠ 강아지 키우고 싶어요진짜 겨울엔 애들 옆에서 자면 따뜻해서 완전 난론데 ㅋㅋ
2532,일반 대화,너네 야근 수당도 줘?아니 나는 연봉제라 수당이 없네
2533,일반 대화,언니는 군대 가라고 하면 갈 거야?근데 우리는 애기 낳잖아/말이 안돼
2534,일반 대화,그래 그러면 너가 우리 동네로 넘어 와!그래 좋아~/오랜만에 고르곤졸라 피자에 맥주 한잔 하자!
2535,일반 대화,그나마 괜찮지서울은 진짜 운전하기 힘들어
2536,일반 대화,"요즘은 교육의 장인 학교에서 학교 폭력이 정말 많이 일어나고 있다고 해맞아, 그리고 스마트폰이 발달하면서 피해 범위가 더 커지고 있는 모양이야"
2537,일반 대화,나 다이어트 시작한 지 세 달쯤 됐는데 몸무게 그대로임니 아마 지방이 근육으로 바뀌어서 그럴걸?
2538,일반 대화,오늘 집에서 베테랑 봤는데 오랜만에 봐서 재밌더라 ㅋㅋ오 베테랑~ 어이가 없네~ ㅋㅋ 빠질 수 없지
2539,일반 대화,지금 난방텐트도 주문해놨어 하하맞아 ㅋㅋ 요즘 아파트에서 난방텐트 쓰는 사람들 많더라 하하
2540,일반 대화,다들 영어로만 대화한다 학원에 들어오면뭐...? 얼른 도망쳐
2541,일반 대화,니가 국내 정치를 이끌어갈 인재다나를 국회로 보내줘 이 한 몸 열심히 일해볼게
2542,일반 대화,"안 좋은 일도 많았지만 순천은 진짜 좋았지.갈대 밭도 재미있었고, 꼬막 정식이 진짜 맛있었어!"
2543,일반 대화,라라랜드 다시 보고 싶다오호 나는 그거 영화관에서 봤는데
2544,일반 대화,"잘 안 지워지긴 하더라... 그래서 3번 삼 ㅎ이쁘긴 하지 3번 살만큼,"
2545,일반 대화,맞어...호텔 침구 진짜 폭식하고 화이트계열에 깔끔하고 좋지...아...아른그치... 지금 당장 가고 싶다 평일이 그나마 좀 쌀텐데
2546,일반 대화,갑자기 복숭아 먹고싶어복숭아?
2547,일반 대화,요즘 화장품 세일을 많이 하더라고오 그래? 나도 함 찾아볼까?
2548,일반 대화,그렇구나~ 그럼 거기서 아주머니가 밥도 주고 막 그러나?그치~ 하숙은 보증금도 없고 밥도 주고 그러니까 딱 좋지 하하
2549,일반 대화,그래야겠다. 그런데 영어 자막도 없는 것 같네그럼 내가 같이 봐줄까?
2550,일반 대화,응... 난 이게 제일 좋아나도 카페에서 음료나 시킬까
2551,일반 대화,언니 그러면 중국 가서 살 수도 있어?중국 가서 이미 살다 왔는데?
2552,일반 대화,"우리는 윗선한테 줘너가? 설마,?!"
2553,일반 대화,응 실제로 보면 그 색감이 사진으로 보는 것보다 더 이쁘더라나도 실제로 보고 싶다ㅠ/찾아보니까 가격도 괜찮은 것 같네 하하
2554,일반 대화,그리고 정말 머리를 보이고 싶지 않으면 한 학기 더 쉬는 경우도 많았지그런데 이제 군대에서 머리를 자유롭게 할 수 있으면 그런 걱정은 덜어서 정말 좋다
2555,일반 대화,여수에서 층간 소음 살인난 거 봤어?어... 진짜 무섭당... 근데 이해도 된다
2556,일반 대화,아 거기 군산 고추 짜장면 얘기하는 건가?웅 너 먹어봤어? 맛집
2557,일반 대화,나 요즘 외모가 너무 마음에 안들어왜~ 네 얼굴이 어때서 ㅋㅋ
2558,일반 대화,맞아. 타는데 보통 15분 정도 걸린대은근 오래 타네? 무서울 것 같아
2559,일반 대화,아 그럴수도 있겠네 ㅋㅋ 애기들도 어리니깐 비행기안에서 울면 너무 힘들것같아그래 그냥 차타고 가는게 마음 편한것 같아 ㅋㅋ
2560,일반 대화,하하 이동휘도 노래 잘하더라 그리고 하하웅웅 쌈디도 지석진도 다 잘해서
2561,일반 대화,헐 인정 ㅋㅋ 고데기 한 거 다 풀려맞아 머리 거지 같아져 정말로 ㅋㅋ 싫다
2562,일반 대화,ㅋㅋ 그렇구나 너는 그래서 다시는 안 할 거야?아니 뭐 좋은 데 있으면 소개 시켜줄래?
2563,일반 대화,나 요즘 영어 수업 수강하고 있어그렇구나. 무슨 수업이야? 좋아?
2564,일반 대화,후라이팬은무조건갖고싶으니까열심히해야지나도 암웨이 후라이펜/팬 상까 고민중이엇더든/저거걸리먄 좋겟다
2565,일반 대화,어제 일 도와 드렸더니 허리랑 발목이 아프더라 ㅋㅋ와 오늘 출근한게 대단하다... 하하
2566,일반 대화,여친한테 슬쩍 눈치식으로 말해볼까?!그럼 제일 좋지!/뭐 갖고 싶은지 둘러 얘기해봐!
2567,일반 대화,요새 에이블리 쿠폰 많이 뿌리더라아 나 그거 어플 아직 안 깔았어 ㅠㅠ
2568,일반 대화,"주방 벽지가 때가 많이 타서 손 좀 봐야겠더라고.아, 벽지를 파는 곳이 따로 있어?"
2569,일반 대화,그것도 재밌을 것 같지 않아?대박이다! 나 베놈도 완전 재밌게 봤잖아 하하./기대돼!
2570,일반 대화,근데 그 가게에 일이많아서 맨날 설거지 알바가 하루이틀하다가 잠적한대 ㅋㅋ인기가 많으니까 확실히 일이 힘든가보다
2571,일반 대화,예전에도 한번 하고 싶다고 한거 같은데응 그래서 염색약까지 샀는데 못했어
2572,일반 대화,게다가 다른 선생님들이 문제를 잘 풀 줄 몰라서 학생들도 나한테만 질문했어너무 힘들었겠다. 그래서 그만둔거야?
2573,일반 대화,길고양이들 밥을 챙겨준 적 있어?한 두어번 정도 있는 것 같아
2574,일반 대화,게임돈 100만원 샀어.현금으로 얼마인데?
2575,일반 대화,키도 크고 엄청 훈훈해진짜지? 너만 믿는다
2576,일반 대화,받아주려고 하는데 ㅋㅋ 귀찮을 때도 있어요 ㅠㅠ그럼 바쁜 척하고 모르는 척 전화 안 받아버리는 ㅋㅋ
2577,일반 대화,일단 나 배달 시킬 거임!배달이면 다 시켜 먹을 수 있네!
2578,일반 대화,그 안에 귀신이 있었던 건 맞아?어 맞아 귀신이 한을 품고 가족 곁에 머물었어
2579,일반 대화,아니. 생각보다 너무 비싸게 나왔어.그래? 얼마나 비싸길래 그래?
2580,일반 대화,아아 그거 나라에서 하는 임대아파트지?응 맞아 그거 금액도 저렴한 것 같아 찾아보렴
2581,일반 대화,일단 좀 다녀보고 말하려고 했지근데 들켰어?
2582,일반 대화,"응 나는 동생만 두명이야맞아 남동생, 여동생이지?"
2583,일반 대화,나 어렸을 때 개그콘서트 중국에 와서 라이브 방송한 적이 있어.아하. 그렇구나. 라이브 방송이어서 더 재미있을 것 같아.
2584,일반 대화,음 그런 건 비싸서 안될걸?나중에 돈 모아서 비싼 보석도 붙여야지
2585,일반 대화,응 한번도 못가본게 아쉬워하면 같이가자!
2586,일반 대화,응 그냥 아침에만 입 맛이 없나봐그러면 너무 신경 쓰지마~
2587,일반 대화,근데 점점 처음 만큼은 안 사게 되는 거 같아 ㅋㅋ맞아 한번 사서 써보고 다음에는 가게 되면 잘 쓰던 것만 사가게 되더라구 ㅋㅋ
2588,일반 대화,간장게장이 맛있긴 하지만 상견례 장소로는 진짜 좀 아닌거 같지 않아?ㅋㅋ 부모님 서로 처음 뵙는건데 게딱지 들고 밥 비벼 먹는게 조금 그렇긴하지.
2589,일반 대화,"일단 한 달에 최대 충전 금액이 정해져 있지만, 기본 5%에서 10%까지 기간에 따라 변동적으로 할인해서 구매가 가능해!그렇구나. 그럼 모든 매장에서 사용이 가능한 거야?"
2590,일반 대화,ㅋㅋ 결혼식 갈 때 그런 거 입으면 위축됨...ㅋㅋ 꼭 가기 전에 한 벌 사야 된다고
2591,일반 대화,조부모님 생신 챙겨?응 챙기지 당연히
2592,일반 대화,그러게 단시간에 그렇게 하다니 ㅋㅋㅋㅋ 나도 가능할 줄이야 ㅋㅋ
2593,일반 대화,어제 강아지 산책하는데 남의 집 강아지가 와서 달려들었어 ㅜㅜ그럴 때 진짜 당황스럽지 않아?
2594,일반 대화,파리에서도 오징어 게임 인기여서 체험관 생겼대!소름이다 ㅋㅋ 영화로 나오는 거야?
2595,일반 대화,그때도 지혜롭지 못했다 내가 ㅋㅋ누나 말을 들어야 자다 가도 떡이 나오지
2596,일반 대화,아파트도 비싸고 빌라도 비싸졌어사람들이 불안해서 더 사나봐
2597,일반 대화,그래? 산모와 아이의 건강이 중요해서 그런가보다.응 맞아. 운동도 해줘야 건강한 아이가 태어난다고 하더라고.
2598,일반 대화,응. 그리고 카드를 따로 들고 다니지 않아도 핸드폰에서 바로 결제가 가능하니까 더 좋더라고.그건 정말 좋은 것 같아! 좀 더 정보를 찾아보고 생각해볼게.
2599,일반 대화,나는 왜 벌써 실패가 두렵지... 다음 달 카드 값 때문인가...ㅋㅋ 그것도 그래요 ㅋㅋ 뭐 그래도 초기 자본이 있어야 하는데
2600,일반 대화,맞아 그 정도 그런 것 같아2주는 아니고 한 3준가?
2601,일반 대화,"그럼 지금 쓰고 있는 베게 디자인에 맞춰서 침대 커버랑 이불 세트로 바꾸면 되겠다맞아, 언니는 어떤 재질로 된 이불을 사는 게 좋을 것 같아?"
2602,일반 대화,만으로 24살 까지일 거야.나는 못 받겠네.
2603,일반 대화,헐 ㅋㅋ 거기까지 어떻게 올라갔을까 대박아이스박스에 아이스크림 넣고 판데 ㅋㅋ 근데 그거 진짜 다 팔린다고 하더라 ㅋㅋ
2604,일반 대화,회사에서 스트레스랑 집에서 스트레스를 ㅜㅜ일하면서도 계속 애기들 걱정할텐데 워킹맘은 힘들어 ㅜ
2605,일반 대화,그래서 일찍 잤지.새벽 2시가 일찍은 아닌 것 같은데.
