,class,conversation
473,일반 대화,그놈의 술안주 ㅜㅜ 역시 주당 ㅜㅜㅋㅋ 늦게 배운 도둑질이 더 무섭다 하잖아 ㅋㅋ
474,일반 대화,여행 다녀오니까 완전 거지가 됐어.여행에 총 얼마 썼어?
475,일반 대화,우리 회사 신입 들어왔는데 완전 골 때림 ㅋㅋ왜 ㅋㅋ 사고 치고 다님?/나도 신입 때 사고 많이 침
476,일반 대화,아 오늘 가는 날이가 ㅋㅋ 몸은 좀 어때?막상 가면 하는데 가는게 너무 귀찮아 ㅋㅋ
477,일반 대화,나도 고맙게 생각하고 있음.기념일마다 파티해서 사진 찍는 것도 다 동영상의 소재로 쓰이고 있음
478,일반 대화,응 ㅋㅋ 그래서 31일 기다렸다가 사이즈 업 공짜로 해서 먹잖아ㅋㅋ 한달에 한번 아이스크림 먹는 날이네
479,일반 대화,지금 주택에 산다고 했나?웅 나 지금 주택에서 지내지 ㅠㅠ
480,일반 대화,지금은 좀 알어.그러면 나도 알려줘.
481,일반 대화,어디서 만나실?서면에서 만나서 밥 먹고 전포로 넘어가는 거 어때
482,일반 대화,저렴이도 있던데 그걸 사볼까?에이 비싼것도 효과 없는데 그런건 더 없겠지~
483,일반 대화,나도 쌀국수 먹고싶다넌 뭐먹었는데?/셋이 먹음?
484,일반 대화,근데 확실히 길가 다녀봐도 강아지 산책 시키는 사람들이 더 많아진 느낌이야맞아 그건 그래!/우리 동네에도 강아지 산책 시키는 모습 정말 많이 보이거든!
485,일반 대화,나도! 앉았다 일어나면 띵해서 어지러워휴 생리 때만 되면 더 심해져서 큰일이야
486,일반 대화,아... 살 찌면 사료가 안 맞는 거 아니야? ㅠㅠㅎ 전에 갑자기 살이 너무 빠지고 안 쪄서 좋은 걸로 바꿨더니 뚠뚠이 돼서 다시 바꿔줘야 대
487,일반 대화,매일 매일 스티커라도 좀 붙여야겠어.나 그거 해봤는데 그래도 며칠은 하게 되더라.
488,일반 대화,나 뮤지컬 드라큘라 보고싶어우와 누가 주인공이야?
489,일반 대화,"지금은 보험처리 중이고, 한의원 다니고 있어.아 아직 합의는 안 한거구나."
490,일반 대화,한번 사면 다시 사기 어려우니까 산다면 큰 평수로!오 아무래도 그렇지!/넌 고층이 좋아 저층이 좋아?
491,일반 대화,오히려 내 가족이다 생각하면 안 될 것 같아.하긴 난 진짜 내 가족이랑도 죽어라 싸우는데.
492,일반 대화,그러면 너는 다 보고 또 보는거야?응 나는 지금 3번째 보고 있는 중이야
493,일반 대화,나 만들고 먹고 졸 빨랐지 않냐ㅋㅋ 근까 또 강아지 옆에서 뺏어먹을라햇을듯
494,일반 대화,내년에는 이런 풍경들이 다시 돌아왔으면 좋겠다.그래도 나는 김장 너무 힘들어서 가고 싶진 않아.
495,일반 대화,우와 영화관 알바에서 썸탄다던데!에이 그냥 일만해도 바빠
496,일반 대화,에프돌려먹지 나는 오징어회나 아나고회먹고싶네나도좀 프레시한게 먹고싶네? ㅋㅋ
497,일반 대화,그래. 이미 일어난 것은 어쩔 수 없으니 앞으로는 유념하고 행동하도록 해.알았어. 오늘은 일단 지금이라도 양초 켜 놔둬볼게.
498,일반 대화,전문적인 단어 섞어가면서 욕 많이 먹었나 봐 ㅋㅋㅋㅋ 그렇게 보이긴 하던데 취향대로 막 하는 느낌은 없잖아 있어
499,일반 대화,경복궁 야간 개장 티켓팅이 어제였다고 해.그게 뭔지 모르겠는데 설명해줄래?
500,일반 대화,너 콜센터에서 일 해본적 있어?응 한 달 만에 그만뒀지만...
501,일반 대화,그것도 생각해봤는데 기숙사는 재미없어서 싫더라고.그렇구나. 기숙사가 좀 재미없긴 하지.
502,일반 대화,그니까 전에 보지 못한 것들이 많아맞아 공유 형태가 많아
503,일반 대화,보드 게임 하는 곳 많아.진짜 별게 다 있네.
504,일반 대화,요새 날 시원해져서 땀 덜나맞아 점점 선선해지고 있어
505,일반 대화,나 이제 곧 빨래하러 가야 한다 ㅜ빨래 아까 했어/다 널었지 ㅋㅋ
506,일반 대화,처음 들었을 때는 진짜 이상했는데.지금도 이상하지 않아?
507,일반 대화,난 크리스피크림 도넛!글레이즈드?!
508,일반 대화,어어 그래서 아이들끼리 같이 살면서 지내는... 각자 연애 스토리 나오고아 고등학생들이야? 중학생?
509,일반 대화,해수 진짜 연기 잘하지 않아?박해수가 누구더라?
510,일반 대화,응 ㅋㅋ 그게 내 행복이야 그래서 그런가?그렇게 하면 역류성식도염 가는 고속티켓 끊은거랑 다름없대 ㅋㅋ
511,일반 대화,그래도 말해 봐.반찬투정하다가 싸웠어.
512,일반 대화,ㅋㅋ 시즌2가 완전끝? 아님 3도 가능성?지금이 시즌3이야 시즌3로 완전 끝
513,일반 대화,굳 아이디어점점 편리하도록 물품도 구비되고 법률도 계정되는것 같아
514,일반 대화,그런곳들은 말을 안걸어?응 자라나 h&m같은 데는 점원이 돌아다니지 않아
515,일반 대화,그렇다고 하네 생쥐로 임상 실험을 했는데 암 세포가 엄청 줄었대!정확히 몇 프로가 줄었다고 해?
516,일반 대화,삼시세끼 다 먹어야해김치가 빠질 수 없지
517,일반 대화,너는 대학교 무슨 과 다녀?~대학교 중어중문학과 나왔어 중국어
518,일반 대화,후후 이번에 만나기로 했어서웅웅 여친은 걱정 안할거야
519,일반 대화,그니까 ㅋㅋ 일부러 못사게 하려고시세 유지를 하고 싶은 건지 뭔지
520,일반 대화,어 인천 그 호텔 되게 유명한 곳 아니야?어 맞아 거기 전시장도 있고 촬영도 많이 왔었어!
521,일반 대화,"애기가 6살 이래, 걔가 뭘 안다고,근데 요새 스쿨 지역인가 진짜 좀  너무해"
522,일반 대화,오십견도 아니고 스트레스 미침 ㅜㅜ늙으면 고생한다 친구야
523,일반 대화,그냥 무난하게 검은색or회색 하려구오... 정말 무난하다
524,일반 대화,그러니까...우리 때보다 흡연 청소년이 늘어나는 거같아서 씁쓸하네그러게...우리 때도 없는 건 아니었지만 그래도 선생님들 지도에는 따랐는데...
525,일반 대화,당연하지 템 준비해 놓을게.나 물약도 사야 돼.
526,일반 대화,강원도쪽으로 가려고안돼~ 여기랑 너무 멀잖아.../너 무슨 일 생기면 누가 도와주러 가ㅠㅠ
527,일반 대화,응 ㅋㅋ 돈 열심히 벌고 고양이 키워야지~!부양 가족을 위해 화이팅 해보자! ㅋㅋ
528,일반 대화,어! 경찰이 잡는 거 봤어!와 도주했어? 그럼?/왜 그런데
529,일반 대화,아 그래? 나 각질제거 거의 안하는데 이제부터 꾸준히 해야겠다응 하하 각질 제거는 일주일에 한 번씩 해주는게 가장 좋대~
530,일반 대화,ㅋㅋ 진짜 편하고 싶어서 우리도 꿀알바만 찾잖아근데 서비스직은 너무 맘고생해…
531,일반 대화,근데 추가 접종 하면 감염 예방 효과 더 높다 하긴 하더라고글킨 한데 나는 2차 때 너무 아팠어서 ㅠ/좀 고민 된다 ㅠㅠ
532,일반 대화,맞아. 근데 하면서 힘든점도 있나봐.어떤게 힘들대?
533,일반 대화,난 진짜 막 오랫동안 놀러 가고 그러면 못 살 듯그니까 ㅋㅋ/근데 주택이 좋은 거 같아 아파트가 좋은 거 같아?
534,일반 대화,그러면 당구도 금방 배우겠네나는 뭐든 빨리 배우니까 금방 일거야
535,일반 대화,나도 그 때만을 기다리고 있어.언니 인내심 대단하다.
536,일반 대화,저층에는 벌레가 잘 들어와서 싫어저층에는 벌레가 많이 들어와?
537,일반 대화,우리 아빠 어제 캠핑카 사왔다 ㅋㅋ와 대박 ㅋㅋ 그거 진짜 사는 사람이 있구나
538,일반 대화,몸을 조금 움직여야겠어.싸이클 살살 타.
539,일반 대화,맞어... 취업도 얼마나 힘들어 요즘 세상에취업 말하지 마 취업 준비 토악질 나오니까
540,일반 대화,"맞아 근데 가격대가 꽤 나가더라구, 추천 하는 소품 있어?장식용 식물도 많으니까 그것도 한번 알아봐!"
541,일반 대화,더블은 그냥 방에 두기에는 좀 크지ㅠㅠ이제 좀 넓은 침대를 쓰고 싶더라고ㅠㅠ
542,일반 대화,전기차는 좀싸긴한데 ㅋㅋ 운전할사람이 둘이상 아니면 택시하는게나음 ㅋㅋ앜 ㅋㅋ 난 운전 좋아하긴하는데
543,일반 대화,초콜릿 먹으면 이가 아픈거 같아...나 사랑니 빼야되는데 무섭다.../양치할때마다 튀어나온 사랑니가 보여
544,일반 대화,응 반찬겸 소스~!오 맛있겠다
545,일반 대화,ㅋㅋ 그리고 내가 약을 잘 못 삼켜서... 못 먹겠어 ㅜㅜ악! ㅋㅋ 제 동생이랑 같네요 그래서 비타민 젤리 사줬어요 ㅋㅋ
546,일반 대화,옆에남자 오겜주행중 ㅋㅋ아 서울 가는 버스가/니는 뭐 보면서 가는데
547,일반 대화,그럼 시간 때문에 그런 거? 시간이 타이트하나 ㅋㅋ?응응 막판 가면 손님 몰려서 제한시간이 빡심 ㅠㅠ
548,일반 대화,재난지원금 받으러 가야하는데 ㅠㅠ재난 지원금?
549,일반 대화,내가 가족들한테 이건 29도 정도의 기온이야 이랬거든ㅋㅋ 근데 맞았어?
550,일반 대화,걸릴 게 없으면 해명하지 가스라이팅 안하지의심이라니? 너 지금 여자랑 있어서 내가 의심한다고 피해의식 느끼는거 아냐?
551,일반 대화,그럼 나도 살래 ㅋㅋ 니  따라해야지강추합니다 ㅋㅋ 절대 광고 아님 진짜 좋아서 추천
552,일반 대화,어 ㅋㅋ KT직영점보다도 더 싸던데?그럼 나도 바꿔야겠다 ㅋㅋ/근데 나는 번호 이동해야 하는데
553,일반 대화,ㅋㅋ 근데 나도 논산 갔다가 대전으로 갈 거 같아!논산은 진짜 할 거 없어 논산 오게?
554,일반 대화,? ㅋㅋ 케이크세젓가락이안먹은거야?웅 배에 안차서 먹은느낌도 안나네
555,일반 대화,다 사람이 하는 일이다 보니 어느 정도 배려를 해줬으면 하네그러게. 버스 기사님의 처우가 개선되면 좋겠다
556,일반 대화,분명 하루 이틀 안에 온다고 했는데 안 오네 ㅋㅋ이상한 쇼핑몰이네요 이유도 안 알려주고
557,일반 대화,그런가 보다... 송중기 잘됐으면 하하송중이는 고생 그만해야 해
558,일반 대화,게임 해본 거 있어?잘하는 건 아닌데 ㅋㅋ 카트  같은 거 마니 햇던거 같애
559,일반 대화,우리도 그 정도 했던 듯 한 400 ㅋㅋ어우 차라리 2년제 나와서 바로 취업하는 게 나은 듯
560,일반 대화,스포츠 경기 직접 보러 간 적 있어?나 야구장 울산에서 한번 가봤당!
561,일반 대화,아 비혼주의자시구나  그럼 남자친구는 있으셔?응 지금 동거하고있어
562,일반 대화,배드민턴 치려고 라켓 샀다언제 치려공 ㅋㅋ
563,일반 대화,나 친구 생일 선물로 인형 만들 수 있을까?아직도 안 만들었어?
564,일반 대화,가족 모임이 너무 잦으면 안좋은가?안좋은건 아니지만 너무 많이해도 귀찮을 것 같아
565,일반 대화,응... 나한테 맞는 운동이 뭔지 모르겠네수영하면 좋을거 같긴한데 이 시국에 수영은 좀 무리겠지...?
566,일반 대화,아마도 그렇겠지? 제발 이제 사람들이 환경에 대해 많이 생각해 줬으면 좋겠다내 생각도 마찬가지야. 일단 우리부터 실천해보자.
567,일반 대화,이거 블로그 보면 다 나와있는데 난 도저히 못 따라하겠더라 그래서 삼쩜삼으로 했어삼쩜삼? 대리해주는 곳이야?
568,일반 대화,그러면 렌트 하면 언니가 운전해?서로 번갈아 가면서 운전하지
569,일반 대화,내일 비온대?아니 날씨 바뀌었다
570,일반 대화,걔네는 만나면 뭔 얘기함걔네는 딴 얘기는 별로 안 하는데 내내 족구 얘기함
571,일반 대화,맞아 ㅋㅋ 긁는 게 훨씬 자연스럽긴 한데 진짜 칼로 긁는 거잖아!나는 그래서 속눈썹 펌만 해!
572,일반 대화,ㅋㅋ 가자! 난 영양사니까오 너도 영양사구나
573,일반 대화,학원 선생님에게 발길질 했다고 엄마를 부르더라발길질을 했다고?
574,일반 대화,어쨌든 돈 문제로 이런저런 이야기 하는 것도 귀찮아서 이게 더 나은듯맞아맞아
575,일반 대화,근데 이제 스트랩은 그만 사야 할 것 같기도 해.너무 많이 사서?
576,일반 대화,5만원 정도면 적당하지 않을까 싶어그럼 너의 반절만 낼게
577,일반 대화,보이스라는 영화 100만 돌파했다고 거기 출연한 남자 스우파 춤추는 것 봤어요 ㅋㅋ헐 진짜? 그런 영화가 나왔어?
578,일반 대화,하하 응응 다음주부터는 더 추워진다고하더라너도 슬슬 긴 잠옷으로 입어!
579,일반 대화,신기하다 뭐 사는데새벽 배송이 너무 편해서
580,일반 대화,내 친구 옛날에 이구아나 키웠는데 정말 귀엽더라나는 조금 무서운데 귀여웠다고?
581,일반 대화,진짜 정신 놓고 있으면 한순간이더라.원래 환승해야 할 곳에서 얼마나 더 멀리 간거야?
582,일반 대화,두 시간에 한 대 ㅋㅋ응? 거짓말 치지 마.../그럼 그거 놓치면 못 나가는 거잖아 ㅠㅠ
583,일반 대화,그니까 가을에 딱 트렌치 코트 입는 그 재미가 있는데 말이야난 가디건 ㅋㅋ/더워서 입지를 못 하고 있어 ㅋㅋ
584,일반 대화,내일 스팸이 올거야순간 문자인줄 알았네 ㅋㅋ
585,일반 대화,제일 좋아하는 운동이 뭐야?나는 좋아하는 운동은 없고 가끔 인라인 타!
586,일반 대화,맞아 훨씬 심하게 다쳐.확 들이 받을 수도 없고 정말./좀 진정하는게 좋겠어.
587,일반 대화,맞아 질 좋으면 비싸도 이해가가그럴 땐 가심비가 작용하겠다 하하
588,일반 대화,아 웨빙이라고 ㅋㅋ 타프 칠때 필요한거 담아둠아아...뭔지 잘 모르겠다 ㅋㅋ/나는 이번달 하나도 안사서 적립된 금액이 0원이네;
589,일반 대화,나는 내가 상대방한테 중요하지 않다고 느낄 때 상처를 받아그렇게 느낀 적이 있어?
590,일반 대화,아 지금은 괜찮으셔? 그럼 당연히 그럴 수 있지내 친구 할머니도 백신 맞고 돌아가셨대
591,일반 대화,야 먹방보자나 배에서 산이 나와! 그럼 소화가 더 잘되면서 운동효과가 넘쳐아 진짜 ? 과학적으로 증명된거야?
592,일반 대화,입술 필러 언제 맞으러 가지마스크 쓰고 다니는데 입술 필러 맞게?
593,일반 대화,잔여 백신으로 백신 맞을 수 있다던데맞아 나 2차 그렇게 맞을까 싶었는데
594,일반 대화,우리 영어 튜터 진짜 웃긴다 ㅋㅋ뭔 일 있었어?
595,일반 대화,아 진짜? 우리 집은 또 그렇게 교육열이 없어서오 태권도 태권도 진짜 배워보고 싶었는데 ㅋㅋ
596,일반 대화,신기하고 대단하다 ㅋㅋ일단 얼굴에서 티가 안 나는데 일반인은 티 나잖아 ㅋㅋ
597,일반 대화,응응 지난 주에 생신이라서 옷 사드렸거든 ㅋㅋ오 ㅋㅋ 어떤 거 사드렸는데 현금을 젤 좋아하실 텐데?
598,일반 대화,하하 실제는 어떻게 생겼을까 궁금하네 영화배우히히 디카프리오 다른 영화도 많이 나와라
599,일반 대화,요즘 코랑 목도 너무 건조해서 틀긴 해야겠어.가습기 틀어 놓으면 건강 관리도 되니까 꼭 틀어.
600,일반 대화,응응...해변열차도 있던데 그건 자유이용권이 13000원이네...이게 낫겠다 싶다...아 똑같이 바다보는 거면 그게 더 낫겠네ㅜㅜ
601,일반 대화,톰 하디 진짜 멋있지 않아?맞아 연기도 잘하고 내 스타일이야.
602,일반 대화,우리 농협에서 계좌 썻자나응 그랬지
603,일반 대화,오 ㅋㅋ 세트구성에?아 그냥 치킨인데 같이 들어있더라
604,일반 대화,피부과 같이 갈래?나는 피부과 가 봤는데 못 빼준다고 했어.
605,일반 대화,조만간 무화과를 꼭 먹을 거야.엄청나게 비장한 태도네.
606,일반 대화,보약을 하나 해먹어야겠어체력이 많이 떨어졌나봐
607,일반 대화,어떤 회장은 지원받은 돈 들고 나르기도 했다더라전재산을 몰수해야 해
608,일반 대화,ㅋㅋ 응잿어61가뿐하게넘었더라 넘 많이먹었네 ;ㅋㅋ 58해여지 ㅋㅋ
609,일반 대화,우리집 강아지 오늘 아침에 토했어 ㅠ헐? 갑자기? 어디 안 좋은 거야?
610,일반 대화,응 이렇게라도 바람 쐬고 와!ㅋㅋ 알았어/고마워/너는 언제가 마지막이야?
611,일반 대화,2.1 모았다1890/와 ㅋㅋ
612,일반 대화,그냥 살 뺀 줄역시 남자는 코를 세워야 해.../인물이 확 달라져\
613,일반 대화,요즘 뒷목이 계속 땡겨서 한의원 가서 침맞고 있어 ㅜㅜ너 너무 오래 앉아 있어서그래 가끔 스트레칭도 해줘야돼
614,일반 대화,ㅋㅋ 우리 아빠는 놀러 다니는 거 좋아하는데 우리 엄마는 진짜 싫어해우리는 다 좋아하는데 다 따로따로
615,일반 대화,너무 빨리 추워지진 않았으면 ㅋㅋㅋㅋ 아직까진 에어컨 틀었는데 18도는 춥다...온도 좀 높여야지
616,일반 대화,응 ㅋㅋ 특히 마스크때매 그런 거 같아맞아 입 주변에 엄청 나고 ㅠㅠ/짜증나
617,일반 대화,어 ㅋㅋ 한 순간에 신데렐라 신부가 된 거지!그 여자도 진짜 대단하다!
618,일반 대화,진짜 울 엄빠는 운이 좋아서 다행인 거지ㅠ진짜 다행이지ㅠ 자영업도 정말 자영업 나름이야/우리 어제 돌아다녔을 때 카페들도 다 사람 넘쳐 났었잖아
619,일반 대화,분명 오늘부터 다이어트 시작한다고 한 것 같은데 떡볶이 시킴.괜찮 나는 지금 치킨이랑 피자 기다리는 중임.
620,일반 대화,나한테 잘 어울리는 색이 뭔지 모르겠어초록색 어때? 너 초록색 많이 입던데 ㅋㅋ
621,일반 대화,그거 하면 할인되는 거야? 어떤 거지? 너한테 처음 들음ㅋㅋ 나처럼 대중교통비 많이 나오는 사람 잘 없지 않을까?
622,일반 대화,반려동물 혹시 키우고 있어?응 나는 개 키우고 있어. ㅋㅋ
623,일반 대화,응 요새 알뜰도 여러개라 혜택 잘 보고 가입하면 좋을거야넌 어디꺼 쓰는데?
624,일반 대화,와 그런것도있음?네
625,일반 대화,그치 ㅋㅋ 식단 하는 게 제일 어려운 것 같아식단 하는 게 젤 어렵긴 하지 그래도 다이어트 화이팅 행!
626,일반 대화,아 어릴 때는 기관지 안 좋은 애들 많더라 치료 다 받았어 ?치료는 지금은 안 받는데  귀에 물 들어가는 건 아직 조심해야돼 하하
627,일반 대화,요즘 축구 배워보고 싶어 ㅠ헐 나돈데 ㅋㅋ 그 프로그램 때문에
628,일반 대화,ㅋㅋ 어 오늘 쁘띠 야근하고 와서 저녁밥까지 차려줘서 좋았다좋네 ㅋㅋ 누가 차려준 밥이 그렇게 맛있더라...
629,일반 대화,한강 라면도 먹었어?당연하지! 미쳤던데 마싰어 ㅠ
630,일반 대화,저녁에 가면 되지~그래야지 하하 내일은 두시간 산책 시켜줘야겠다
631,일반 대화,응 지금 세일 중이야헐 나도 가야겠다 옷이랑 다른 것도 팔아?
632,일반 대화,언니네 역 앞에도 포장마차 있어?포장마차? 요즘엔 그런 거 없지 않나?
633,일반 대화,아 정말? 일하는 곳이 근처라서 필요 없을려나 하하맞아 그렇긴 해 ㅜㅜ 도보가 짱이지 차 뽑고 싶당
634,일반 대화,된장 아니고 탕국이라고~그거나 그거나~
635,일반 대화,하지만 후원금이 커서 하게 되는 것 같더라고메이플스토리 인내의숲도 그래
636,일반 대화,얼마나 많이 보냈길래 그래.나는 편지쓰는 거 좋아해서 많이 보냈지.
637,일반 대화,연출이 좀 대박이었던 것 같아 하하근데 초콜릿들은 진짜 먹어보고 싶었어 하하
638,일반 대화,하하 다들 줄서고 난리도 아니었어와우 실시간으로 가서 하는거도 있어?
639,일반 대화,무슨 파스타가  젤 좋아?어우 파스타도 그때그때 달라 ㅜㅜ 토마토 크림 바질 등등 ㅜㅜ/바질 먹구 싶다
640,일반 대화,맞아ㅋ 빨리 에너지를 소진하고 강렬하게 만나서 놀다가 집에 가는거지ㅋㅋ 그정도면 방탈출 친구아냐? ㅋㅋ
641,일반 대화,응응 짤막한 비디오 많이 찍었거든.어려울 거 없이 비디오들 연결해서 자막 좀 달면 괜찮은 브이로그가 돼.
642,일반 대화,어려서 그땐 잘 다녔지팔팔했었다 그때는
643,일반 대화,다들 관절 다쳐서 오더라.관절에 무리가 많이 가.
644,일반 대화,"너 히치하이킹 해본 적 있어?아니, 늘 차를 준비해가서 해본 적 없어"
645,일반 대화,너는 어쩌다가 싸웠어?남자친구가 연락이 안 돼.
646,일반 대화,응 ㅋㅋ 안했지이제 그 시간대에 나가면 되겠다
647,일반 대화,그러게 그때의 미모가 아직까지 유지되는게 신기해! 이나영도 최근에 광고 나온거 봤는데 거의 그대로더라?난 이나영 너무 좋아하잖아ㅠㅠ 강동원이랑 예전에 찍은 영화 혹시 알아? 거기서 진짜 예쁘게 나오는데...
648,일반 대화,애정결핍 없는 사람이 있을까?진짜로 사랑받은 사람 몇몇은 없을것 같아
649,일반 대화,개발사에서 만드는 대단히 큰 게임은 아니더라도 작은 규모의 팀이 게임을 만들어 내는 것이 신기해.유명한 스타듀밸리도 1인이 모든 것을 작업 해서 만들어 낸 결과물이잖아.
650,일반 대화,그럼 어떻게 해?엄마한테 등짝 맞아야 지/아니면 국자를 새로 사든가
651,일반 대화,적어도 3년 정도는!그렇구나. 부모님이랑 남편은 불편해하지 않을까?
652,일반 대화,와 보니까 공짜로 알려주네?그치?! 친구도 그거 들었대
653,일반 대화,아니야 그냥 온 세상 사람들 다 맞어...그러면 눈은 모든 사람들을 다 좋아하는 거네
654,일반 대화,멋지다 정말 현대인인걸언니도 1번 해 봐
655,일반 대화,나는 처음에 나인가하고 죄송하다 하고 우리집 모서리마다 다 양말신겨 놓고 이랬는데 공부할 때 에어팟 끼고 해서 몰랐단말이야 내가음 너무 그 사람이 예민한 거 아님?
656,일반 대화,응응 백신도 많은 인원이 접종했고 지금처럼 마스크 잘 쓰고 다니고 하면 괜찮을듯지금 미성년자들도 접종 중이니까 시간 지나면 더 괜찮겠지
657,일반 대화,먹고 싶노우리 생일은 이미 끝났다
658,일반 대화,그래서 지금 사람들한테 엄청 욕 먹어뭐라고 했길래...?
659,일반 대화,아? ㅋㅋ 진짜 그러면 개짜증 아니나가?ㅋㅋ 너무 아쉽지 ㅋㅋ/진짜 늘 간발의 차로 ㅋㅋ 시간 오바
660,일반 대화,집을 알아봤는데 다른 곳보다 점오배가 비싸더라고그럼 가격 차이가 많이 나긴 하네
661,일반 대화,감사해야대거기막 총으로 다죽엿던데 국기들엇다고
662,일반 대화,초코비 실제론 별로라 실망했어짱구 먹방의 실망
663,일반 대화,그렇긴해. 집값은 계속 오르는데 내 월급은 그대로니까굳이 무리해서 집을 사야하나 싶어
664,일반 대화,너 배드민턴 안 칠래?배드민턴? 나 진짜 못 쳐.
665,일반 대화,알투비트 나도 했었는데 ㅋㅋ 언니도 그거 좋아했어?엉 알투비트 재밌었고 카트라이더도 했어
666,일반 대화,기름값이 너무 비싸.그 이유도 있겠다.
667,일반 대화,이번 주에 보이스 보러 가는데 이 영화 알아?응 나 저번주에 보고 왔어 ㅋ
668,일반 대화,그런데 이번에 신기한 상술을 쓰더라고?어떤 상술을 쓰길래 그래?
669,일반 대화,나 지금 쓰는 블루투스 키보드 때문에 어깨 더 아픈 거 같아.키보드 때문에 어깨가 아파?
670,일반 대화,네 애인이 루지를 아주 좋아하는 걸로 알아처음 들어봐 혹시 해본적 있어?
671,일반 대화,영어 과외를 한 거야?웅 그랬던 거 같아/근데 때려침
672,일반 대화,중국에서 4일만에 5천만원치 생산해서 팔았는데 완판이야!와 4일 만에?/대박이다 2일이면 내 연봉이네 ㅠㅠ
673,일반 대화,아 홈플러스 쿠폰 언제까지랬지홈플러스 쿠폰10월 1일까지 가능이니까 추석내려갔다가 올라올때 시키면 될거같아
674,일반 대화,근데 난 너무 귀찮아맞아 걷기가 좋아
675,일반 대화,응응 도박묵시록 카이지 이런 거 생각나는 ㅋㅋ다들 그 얘기 하더라 ㅋㅋ
676,일반 대화,짱구는 못말려 극장판 본 적 있어?나는 옛날에 많이 봤지 하하
677,일반 대화,메타버스에 대해 들어봤어?요즘 차세대 플랫폼으로 가장 핫하잖아.
678,일반 대화,아 정말? ㅋㅋ 그럼 대학교는 수시로 갔어?응 난 수시로 갔어 ㅋㅋ
679,일반 대화,나 뒤쪽 두 명이서 타는 곳 앉았다가 ㅋㅋ 내리는데 넘 오래 걸림 ㅋㅋㅋㅋ 아 ㅋㅋ 막 인파를 뚫고 내려야 하잖아/역시 문 근처에 젤 맘 편하고 좋음 ㅜㅜ
680,일반 대화,친구가 나중에 회사 차리면 이름 '호' 라고 할 거래.호는 어디에서 따온 거야?
681,일반 대화,용돈 벌었어 ㅋㅋ그렇구나! 혹시 어려운 점은 없었어?
682,일반 대화,근데 여름에 시원한 수박 먹을 때 행복하지 않아?그치 음식으로 따지면 여름이 나쁘지 않아
683,일반 대화,괜찮아 우리 집에 고양이 한 마리도 키워서!고양이 귀엽겠다 나중에 보러 갈게 ㅎ
684,일반 대화,다들 머리 난리 났는데 빵긋 웃고 있어서 너무 웃겨ㅠㅠ아 ㅋㅋ 생각 났다ㅋ 나도 오랜만에 사진보고 와야지 ㅋㅋ
685,일반 대화,미국 서부 여행이 진짜 좋다더라고맞아 ㅋㅋ 나도 날씨가 좋다고 들었어
686,일반 대화,아 ㅋㅋ 너 빅뱅 좋아했어?그땐 그거 친구들 다 필수로 있었던 굿즈였거든 ㅋㅋ
687,일반 대화,그래서 징계 받았는데 정직 2개월...뭐여 그게 ㅡㅡ 근데 그건 회사 측에서 잘못한 거 아님?
688,일반 대화,맞아 ㅋㅋ 오늘 클리오 빌려서 갔다 왔거든~클리오는 뭐야?/차 이름이야?/혼자 다녀왔어?
689,일반 대화,맞아 그래서 스터디 카페를 다니기 시작했어일정하게 들리는 소리에 받는 스트레스가 크더라
690,일반 대화,친구도 오늘 제주도 갔어 ㅋㅋ와 제주도 사람 엄청 많겠다!
691,일반 대화,아 진짜 울퉁불퉁해져? 빠지면?필러도 좋은 걸로 맞아야 해~
692,일반 대화,진짜 괜찮던데? 생긴 것도 그렇고 직업도 좋아오오 그러면 내가 나갈래 언제야?
693,일반 대화,여름 너무 싫어 ㅜㅜ 매미소리 시끄럽고 ㅋㅋ시골 가면 좋은데 잘때는 너무 시끄럽긴 해
694,일반 대화,그거 하고 나서 속눈썹은 안 상해?속눈썹 펌은 2달 안돼서 1.5달? 에 한번 해서 좀 들 상하는 거 같아!
695,일반 대화,재밌는 걸 떠나서 언니랑 가면 엄청 싸울 것 같아맞아 가족들끼리 여행 가면 잘 싸운데
696,일반 대화,맞아. 유튜브에서 본 적이 있는데 정말 귀엽더라.맞아. 나도 봤어 진짜 귀여워.
697,일반 대화,오오 하하 진짜 대단한 거 같아 하하그래도 크면서 애교는 줄었다
698,일반 대화,너 블로그 있어서 그거 해 보면 되겠다웅 근데 해본 적이 없어서 잘 하려나 모르겠어 ㅠㅠ
699,일반 대화,오늘 코로나 확진자 수 보셨어요?아 저는 주변에서 말하는 걸로 주워들어서... 보진 않았어요 하하
700,일반 대화,오 너 합격하면 나한테 팁도 가르쳐줘~그래 알겠어/이것도 컴퓨터니깐 잘 할 수 있을겨~
701,일반 대화,응 예전에 시장 근처에 있었어!아 그래? 누구랑 갔는데
702,일반 대화,아 ㅋㅋ 요즘엔 그런 게 있구나 ㅎ사과칩 바나나칩 고구마말랭이 굿!
703,일반 대화,네일 받고 싶다내가 다니는 샵 소개시켜줘?
704,일반 대화,맞아 자대 배치받고 나면 요즘은 휴대폰 이용시간 있다고 하더라고그나마 다행이야
705,일반 대화,인더숲이 뭐야?티빙 어플에서는 못 보게 해놨더라 얼탱/티빙은 라이브 방송도 결제해야지 볼 수 있거든
706,일반 대화,내가 원한건 아니고 ㅜㅜ 동생이 정주행 하는거 옆에서 보는 중아아 어쩐지 새로웠다 ㅋㅋ
